row_id,area__rucc,area__urban_influence,econ__economic_typology,econ__pct_civilian_labor,econ__pct_unemployment,econ__pct_uninsured_adults,econ__pct_uninsured_children,demo__pct_female,demo__pct_below_18_years_of_age,demo__pct_aged_65_years_and_older,demo__pct_hispanic,demo__pct_non_hispanic_african_american,demo__pct_non_hispanic_white,demo__pct_american_indian_or_alaskan_native,demo__pct_asian,demo__pct_adults_less_than_a_high_school_diploma,demo__pct_adults_with_high_school_diploma,demo__pct_adults_with_some_college,demo__pct_adults_bachelors_or_higher,demo__birth_rate_per_1k,demo__death_rate_per_1k,health__pct_adult_obesity,health__pct_adult_smoking,health__pct_diabetes,health__pct_low_birthweight,health__pct_excessive_drinking,health__pct_physical_inacticity,health__air_pollution_particulate_matter,health__homicides_per_100k,health__motor_vehicle_crash_deaths_per_100k,health__pop_per_dentist,health__pop_per_primary_care_physician,yr
5040,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Mining-dependent,0.522,0.049,0.168,0.066,0.493,0.215,0.227,0.033,0.01,0.923,0.013,0.004,0.097683787,0.401812689,0.332326284,0.168177241,10,12,0.341,0.218,0.111,0.056,0.125,0.274,9,,27.53,3210,2150,a
5043,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.335,0.052,0.285,0.089,0.527,0.325,0.115,0.036,0.002,0.339,0.602,0.01,0.200198216,0.292368682,0.332011893,0.175421209,19,7,0.389,0.208,0.14,0.063,0.264,0.273,12,,40.54,1719,3430,a
5046,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Nonspecialized,0.348,0.096,0.211,0.056,0.511,0.219,0.156,0.003,0.001,0.981,0.003,0.004,0.231707317,0.37398374,0.294715447,0.099593496,13,12,0.39,0.257,0.16,0.101,0.051,0.377,13,5.13,22.29,3979,1669,b
5047,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Recreation,0.509,0.041,0.192,0.096,0.51,0.186,0.229,0.042,0.04,0.889,0.003,0.011,0.133678756,0.252849741,0.249740933,0.36373057,8,9,0.261,,0.111,0.062,,0.247,13,,,3729,2479,a
5049,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Mining-dependent,0.53,0.037,0.287,0.135,0.506,0.241,0.13,0.149,0.028,0.715,0.061,0.019,0.131313131,0.350505051,0.246464646,0.271717172,17,10,0.287,0.153,0.105,0.075,0.104,0.343,10,,17.86,2140,1850,b
5051,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",Micropolitan adjacent to a small metro area,Manufacturing-dependent,0.403,0.061,0.259,0.099,0.524,0.28,0.145,0.042,0.22,0.729,0,0.006,0.228121927,0.353982301,0.270403147,0.147492625,9,6,0.301,,0.127,0.094,,0.265,13,,29.6,,,a
5052,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Recreation,0.497,0.051,0.137,0.052,0.506,0.193,0.222,0.011,0.007,0.953,0.015,0.005,0.086444008,0.385068762,0.311394892,0.217092338,10,13,0.307,0.23,0.101,0.068,0.257,0.215,11,,25.84,3199,990,b
5054,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Manufacturing-dependent,0.511,0.039,0.133,0.056,0.506,0.24,0.204,0.006,0.004,0.978,0.004,0,0.092537313,0.441791045,0.317412935,0.148258706,12,12,0.269,0.143,0.089,0.058,0.13,0.294,12,,18.49,2190,3589,b
5055,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Mining-dependent,0.98,0.016,0.158,0.109,0.474,0.2,0.16,0.019,0.003,0.841,0.122,0.007,0.086519115,0.344064386,0.3722334,0.197183099,14,5,0.305,0.126,0.099,,0.226,0.344,10,,44.37,,,b
5056,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.54,0.054,0.146,0.03,0.503,0.256,0.112,0.128,0.016,0.831,0.011,0.028,0.076237624,0.264356436,0.334653465,0.324752475,11,6,0.278,0.211,0.076,0.064,0.195,0.226,13,0.4,8.43,1649,1680,a
5057,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Nonspecialized,0.403,0.096,0.255,0.078,0.537,0.241,0.176,0.012,0.46,0.525,0.018,0,0.264676617,0.319402985,0.250746269,0.165174129,12,14,0.363,0.192,0.169,0.136,0.117,0.366,12,,47.3,2670,1079,b
5058,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.425,0.069,0.214,0.064,0.534,0.216,0.18,0.026,0.423,0.528,0,0.001,0.17740337,0.370664024,0.309217047,0.14271556,11,13,0.337,0.114,0.153,0.127,,0.305,12,8.15,21.71,4819,2680,b
5059,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.511,0.065,0.118,0.033,0.505,0.197,0.207,0.01,0.025,0.941,0.001,0,0.073366834,0.382914573,0.277386935,0.266331658,9,12,0.281,0.18,0.101,0.08,0.161,0.256,14,1.1,12.57,1580,1280,a
5060,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Mining-dependent,0.555,0.043,0.168,0.09,0.485,0.222,0.205,0.034,0.009,0.941,0.013,0,0.083333333,0.361111111,0.354166667,0.201388889,12,12,0.345,0.219,0.112,0.068,0.097,0.322,11,,51.53,,1209,a
5061,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.395,0.07,0.288,0.062,0.493,0.238,0.152,0.021,0.292,0.668,0.011,0.005,0.271271271,0.418418418,0.214214214,0.096096096,14,13,0.395,0.259,0.144,0.112,0.141,0.351,10,4.79,27.73,4990,2990,b
5064,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.423,0.119,0.276,0.07,0.496,0.305,0.101,0.56,0.033,0.312,0.023,0.082,0.325325325,0.241241241,0.302302302,0.131131131,16,6,0.317,0.117,0.085,0.069,0.136,0.189,9,7.6,15.61,2459,2199,a
5065,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Manufacturing-dependent,0.34,0.105,0.276,0.134,0.511,0.185,0.278,0.036,0.078,0.887,0.005,0.006,0.142714571,0.453093812,0.28742515,0.116766467,9,17,0.325,,0.137,0.069,,0.29,9,,54.27,2619,10740,b
5067,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.441,0.097,0.263,0.098,0.482,0.298,0.102,0.508,0.056,0.366,0.024,0.05,0.26056338,0.279678068,0.310865191,0.14889336,16,7,0.283,0.159,0.097,0.077,0.164,0.219,9,8.2,14.61,2150,2010,a
5068,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Federal/State government-dependent,0.531,0.049,0.201,0.062,0.522,0.222,0.104,0.167,0.623,0.152,0.007,0.045,0.144578313,0.261044177,0.287148594,0.307228916,14,7,0.349,0.135,0.12,0.088,0.103,0.226,13,11.5,12.32,1710,1780,a
5069,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.553,0.042,0.096,0.028,0.501,0.239,0.139,0.026,0.038,0.888,0,0.019,0.048144433,0.275827482,0.356068205,0.31995988,13,8,0.285,0.161,0.086,0.062,0.203,0.228,11,1.9,8.24,1459,1499,a
5070,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.459,0.076,0.208,0.068,0.515,0.22,0.158,0.036,0.26,0.662,0.005,0.004,0.175648703,0.353293413,0.329341317,0.141716567,11,11,0.324,0.275,0.136,0.102,,0.301,13,7.78,22.22,3050,3039,b
5073,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Recreation,0.479,0.086,0.268,0.089,0.522,0.214,0.185,0.06,0.01,0.91,0,0,0.131605184,0.352941176,0.326021934,0.189431705,12,10,0.313,0.3,0.117,0.084,0.103,0.302,11,2.89,22.32,3210,1250,b
5074,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.584,0.028,0.138,0.086,0.532,0.214,0.24,0.013,0.002,0.933,0.034,0.001,0.110772358,0.369918699,0.380081301,0.139227642,11,7,0.272,0.086,0.095,,0.154,0.26,10,,,1330,,a
5075,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Manufacturing-dependent,0.464,0.057,0.189,0.051,0.505,0.23,0.169,0.022,0.007,0.953,0.002,0.009,0.125376128,0.405215647,0.314944835,0.15446339,12,10,0.325,0.237,0.115,0.055,0.213,0.228,13,,18.6,3540,3080,a
5077,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.476,0.038,0.244,0.107,0.494,0.277,0.174,0.014,0,0.59,0.367,0,0.12944664,0.374505929,0.31916996,0.17687747,18,11,0.352,0.236,0.122,0.073,0.199,0.259,12,,27.28,1700,1710,a
5078,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.448,0.072,0.175,0.061,0.503,0.24,0.157,0.01,0.007,0.973,0,0.006,0.165208941,0.481049563,0.232264334,0.121477162,11,11,0.372,0.368,0.114,0.083,,0.347,13,,16.67,5610,2790,b
5079,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.473,0.057,0.162,0.036,0.514,0.216,0.214,0.02,0.001,0.964,0,0.003,0.085599194,0.371601208,0.345417925,0.197381672,11,12,0.31,0.278,0.11,0.064,,0.301,11,,19.14,4649,3139,a
5082,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.494,0.056,0.198,0.067,0.528,0.209,0.168,0.028,0.194,0.762,0.005,0.006,0.173058014,0.353982301,0.288102262,0.184857424,10,9,0.312,0.165,0.135,0.069,,0.289,13,,8.76,6810,5360,b
5083,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Mining-dependent,0.283,0.129,0.271,0.055,0.502,0.189,0.178,0.003,0.096,0.89,0,0,0.352525253,0.437373737,0.158585859,0.051515152,12,16,0.365,0.349,0.159,0.112,0.089,0.435,13,13.68,29.23,3629,2409,b
5084,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.359,0.056,0.214,0.061,0.338,0.174,0.122,0.021,0.454,0.516,0.006,0,0.21743487,0.331663327,0.23246493,0.218436874,8,7,0.37,,0.127,0.092,,0.282,11,,13.64,3080,1709,a
5089,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Nonspecialized,0.416,0.079,0.252,0.079,0.52,0.229,0.192,0.019,0.452,0.519,0.001,0,0.269419862,0.316617502,0.255653884,0.158308751,12,11,0.392,0.187,0.168,0.159,0.125,0.355,12,,39.17,3509,1320,a
5090,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Farm-dependent,0.58,0.028,0.097,0.062,0.505,0.21,0.162,0.038,0.015,0.914,0.015,0.013,0.085945399,0.266936299,0.360970677,0.286147624,11,7,0.301,,0.06,0.039,,0.205,13,,14.73,1390,1379,a
5091,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.492,0.049,0.281,0.152,0.5,0.241,0.195,0.018,0.005,0.974,0,0.001,0.174212598,0.419291339,0.256889764,0.149606299,14,14,0.335,,0.11,0.064,,0.309,10,,,4159,1029,b
5094,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Manufacturing-dependent,0.59,0.032,0.107,0.066,0.506,0.262,0.157,0.064,0.03,0.888,0.002,0.003,0.081854043,0.355029586,0.311637081,0.25147929,14,8,0.262,0.146,0.068,0.056,0.166,0.215,12,,12.66,1269,1039,b
5095,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.468,0.045,0.246,0.126,0.502,0.246,0.14,0.119,0.016,0.848,0.003,0.013,0.110127827,0.273352999,0.350049164,0.26647001,11,8,0.337,0.209,0.115,0.063,0.133,0.268,10,3.2,19.16,2889,1959,a
5096,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.42,0.06,0.219,0.047,0.516,0.23,0.171,0.046,0.155,0.788,0.013,0.007,0.173038229,0.318913481,0.352112676,0.155935614,11,14,0.331,0.264,0.14,0.083,0.107,0.318,13,6.5,18.34,2160,1319,a
5097,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.349,0.119,0.304,0.118,0.464,0.213,0.126,0.033,0.601,0.331,0,0.015,0.286991063,0.376365442,0.251241311,0.085402185,8,11,0.348,0.356,0.148,0.13,,0.274,13,,22.68,8099,,b
5098,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.535,0.069,0.231,0.061,0.505,0.207,0.119,0.106,0.062,0.721,0.015,0.071,0.100300903,0.176529589,0.313941825,0.409227683,12,7,0.22,0.145,0.073,0.08,0.181,0.16,10,3.14,6.2,1179,779,b
5101,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Farm-dependent,0.504,0.037,0.282,0.172,0.507,0.217,0.229,0.188,0.06,0.713,0.011,0.011,0.196392786,0.374749499,0.269539078,0.159318637,10,12,0.287,,0.108,0.072,,0.312,9,,30.53,2059,2050,a
5102,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Manufacturing-dependent,0.555,0.067,0.122,0.041,0.5,0.213,0.19,0.012,0.009,0.97,0.01,0.009,0.098425197,0.404527559,0.343503937,0.153543307,10,12,0.295,0.22,0.107,0.057,0.235,0.249,11,,13.66,1920,1429,b
5103,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Federal/State government-dependent,0.595,0.027,0.207,0.094,0.481,0.207,0.108,0.036,0,0.928,0.014,0.009,0.030425963,0.192697769,0.289046653,0.487829615,12,5,0.167,0.138,0.046,0.068,0.22,0.153,11,,15.75,1499,1180,a
5104,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.487,0.045,0.194,0.069,0.521,0.271,0.111,0.051,0.237,0.684,0,0.027,0.111330049,0.294581281,0.36453202,0.22955665,12,8,0.347,0.228,0.116,0.068,0.112,0.287,13,3.3,17.31,2669,3609,a
5107,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.525,0.051,0.243,0.118,0.514,0.171,0.193,0.015,0.476,0.415,0.065,0.001,0.243902439,0.399390244,0.227642276,0.129065041,10,10,0.355,,0.15,0.091,,0.289,12,,30.74,2369,3570,a
5109,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Manufacturing-dependent,0.463,0.043,0.24,0.103,0.51,0.244,0.163,0.138,0.013,0.82,0.006,0.008,0.166998012,0.402584493,0.274353877,0.156063618,14,11,0.344,0.239,0.095,0.085,0.135,0.269,13,,13.3,4270,2570,a
5112,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.497,0.03,0.271,0.166,0.478,0.206,0.248,0.01,0.003,0.954,0.001,0,0.151269036,0.373604061,0.280203046,0.194923858,12,12,0.28,,0.104,,,0.353,10,,,,,b
5114,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.444,0.064,0.226,0.065,0.511,0.209,0.168,0.052,0.056,0.874,0.001,0.003,0.233701103,0.315947844,0.313941825,0.136409228,10,12,0.302,0.22,0.131,0.09,0.09,0.262,13,4.4,15.69,3410,2270,a
5115,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Nonspecialized,0.407,0.08,0.259,0.069,0.495,0.241,0.147,0.02,0.327,0.642,0.01,0,0.228830645,0.421370968,0.197580645,0.152217742,13,7,0.341,0.226,0.115,0.112,,0.312,13,,30.4,6710,,a
5117,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Mining-dependent,0.377,0.08,0.17,0.038,0.497,0.202,0.225,0.012,0.006,0.954,0.006,0.003,0.167330677,0.344621514,0.362549801,0.125498008,5,14,0.337,,0.118,0.098,,0.291,14,,44.81,2089,2120,a
5120,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Manufacturing-dependent,0.378,0.075,0.237,0.087,0.51,0.228,0.153,0.017,0.314,0.652,0.003,0.009,0.206030151,0.351758794,0.318592965,0.12361809,12,9,0.386,0.297,0.17,0.121,0.112,0.323,12,,47.59,6250,2510,a
5122,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.364,0.083,0.265,0.099,0.496,0.225,0.133,0.025,0.184,0.77,0.005,0,0.169491525,0.33998006,0.351944167,0.138584247,12,10,0.328,0.239,0.121,0.096,0.09,0.305,12,,27.1,6479,3559,b
5124,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Mining-dependent,0.595,0.033,0.27,0.204,0.487,0.255,0.157,0.347,0.013,0.617,0.028,0.007,0.201171875,0.32421875,0.25,0.224609375,15,10,0.297,,0.102,,,0.284,10,,,,,b
5125,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Manufacturing-dependent,0.59,0.036,0.202,0.094,0.494,0.218,0.162,0.037,0.005,0.95,0.001,0,0.098605578,0.383466135,0.305776892,0.212151394,11,9,0.338,0.223,0.127,0.072,0.207,0.252,13,,17.86,2859,2429,a
5127,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Nonspecialized,0.445,0.07,0.203,0.082,0.508,0.183,0.209,0.02,0.009,0.903,0.055,0.003,0.119071645,0.384460141,0.293642785,0.202825429,10,12,0.32,0.229,0.113,0.061,0.173,0.29,10,,22.82,2679,1620,a
5128,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Mining-dependent,0.519,0.047,0.336,0.203,0.481,0.299,0.102,0.645,0.015,0.302,0.017,0.006,0.308838133,0.374379345,0.211519364,0.105263158,16,5,0.302,,0.098,0.056,,0.277,11,,,,1730,a
5130,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Federal/State government-dependent,0.245,0.037,0.21,0.101,0.306,0.129,0.135,0.293,0.082,0.561,0.034,0.014,0.168674699,0.387550201,0.329317269,0.114457831,8,4,0.245,0.157,0.063,0.103,,0.223,14,,26.11,,5359,a
5131,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.494,0.048,0.153,0.066,0.501,0.199,0.196,0.001,0.001,0.973,0.005,0.003,0.096774194,0.474798387,0.252016129,0.17641129,10,12,0.314,0.271,0.11,0.055,0.217,0.265,13,2.74,22.42,2790,1970,b
5132,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.523,0.039,0.269,0.095,0.485,0.267,0.067,0.341,0.139,0.398,0.021,0.086,0.180392157,0.259803922,0.278431373,0.281372549,8,2,0.305,,0.085,0.073,,0.231,13,,,,,a
5133,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.491,0.058,0.144,0.04,0.503,0.206,0.173,0.018,0.058,0.894,0.007,0.001,0.091273821,0.416248746,0.268806419,0.223671013,10,11,0.3,0.2,0.097,0.092,0.227,0.317,12,3.98,13.33,2389,2729,b
5135,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.43,0.048,0.347,0.152,0.494,0.267,0.123,0.489,0.06,0.438,0.016,0.015,0.211907164,0.358224016,0.278506559,0.15136226,12,9,0.324,,0.095,0.091,,0.246,8,,25.19,3500,3199,b
5136,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.535,0.018,0.238,0.124,0.396,0.19,0.183,0.053,0.04,0.843,0.035,0,0.115884116,0.406593407,0.272727273,0.204795205,10,6,0.338,0.192,0.132,0.08,,0.38,10,,35.51,1939,5659,a
5140,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Federal/State government-dependent,0.475,0.055,0.117,0.058,0.501,0.269,0.11,0.04,0.166,0.738,0,0.005,0.072361809,0.298492462,0.301507538,0.327638191,11,6,0.286,,0.112,0.065,,0.247,13,,17.23,2070,4080,a
5141,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.553,0.03,0.151,0.051,0.494,0.23,0.114,0.065,0.036,0.841,0.014,0.037,0.061938062,0.233766234,0.336663337,0.367632368,13,7,0.276,0.181,0.07,0.072,0.2,0.191,10,0.61,6.87,1190,1380,b
5142,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Federal/State government-dependent,0.424,0.048,0.244,0.087,0.47,0.189,0.195,0.036,0.334,0.61,0.003,0.008,0.257028112,0.342369478,0.27811245,0.12248996,10,11,0.301,0.206,0.128,0.091,,0.311,12,,39.87,4169,4190,a
5144,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Mining-dependent,0.494,0.044,0.263,0.132,0.494,0.231,0.211,0.48,0.057,0.442,0.008,0.004,0.206726014,0.357072206,0.337289812,0.098911968,12,14,0.31,,0.114,0.075,,0.298,9,,23.8,3689,,b
5147,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Nonspecialized,0.447,0.088,0.311,0.117,0.503,0.253,0.162,0.052,0.084,0.632,0.154,0.014,0.187064677,0.408955224,0.270646766,0.133333333,14,13,0.355,0.225,0.124,0.081,0.085,0.359,11,10.4,34.35,3670,2069,a
5149,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.554,0.022,0.154,0.085,0.495,0.207,0.245,0.007,0.01,0.979,0.001,0.007,0.113077679,0.332350049,0.333333333,0.221238938,11,12,0.302,0.137,0.092,0.08,0.17,0.328,10,,,3439,1139,b
5151,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Farm-dependent,0.528,0.024,0.125,0.034,0.5,0.228,0.179,0.007,0.004,0.967,0,0.011,0.091897233,0.378458498,0.356719368,0.172924901,11,12,0.298,0.22,0.093,0.065,0.203,0.286,10,,18.09,4810,2419,a
5152,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.403,0.079,0.247,0.055,0.525,0.27,0.14,0.013,0.423,0.561,0.005,0,0.237623762,0.443564356,0.191089109,0.127722772,15,12,0.423,0.247,0.152,0.114,0.149,0.321,10,8.7,25.84,3329,1489,a
5154,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.351,0.066,0.261,0.094,0.573,0.201,0.185,0.038,0.317,0.63,0.01,0.013,0.186878728,0.441351889,0.255467197,0.116302187,9,7,0.326,0.153,0.134,0.105,,0.312,13,,16.15,11540,1460,a
5161,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.545,0.021,0.19,0.094,0.508,0.201,0.283,0.015,0.002,0.952,0.011,0.008,0.058473736,0.424182359,0.332011893,0.185332012,7,14,0.31,0.148,0.107,0.109,0.212,0.298,12,,,2029,679,a
5162,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Mining-dependent,0.461,0.057,0.285,0.151,0.494,0.257,0.136,0.182,0.018,0.797,0.006,0.009,0.160678643,0.365269461,0.305389222,0.168662675,13,8,0.292,0.157,0.086,0.071,0.141,0.29,10,1.75,32.97,3610,2210,b
5164,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Farm-dependent,0.533,0.044,0.127,0.078,0.5,0.242,0.203,0.026,0.005,0.882,0.044,0.022,0.125126135,0.378405651,0.327951564,0.16851665,12,11,0.292,0.18,0.099,0.056,0.23,0.215,13,,23.18,2240,1980,a
5166,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Manufacturing-dependent,0.431,0.072,0.23,0.076,0.516,0.223,0.178,0.005,0.279,0.682,0,0,0.217782218,0.371628372,0.283716284,0.126873127,10,11,0.344,0.215,0.137,0.104,0.155,0.302,13,5.9,16.8,8330,2280,a
5167,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.529,0.062,0.135,0.04,0.508,0.249,0.108,0.123,0.066,0.782,0.007,0.008,0.094650206,0.323045267,0.332304527,0.25,12,8,0.315,0.21,0.074,0.077,0.235,0.229,12,1.9,11.5,1759,2200,b
5168,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Mining-dependent,0.511,0.03,0.214,0.087,0.501,0.243,0.208,0.051,0,0.915,0.013,0.004,0.117706237,0.368209256,0.32193159,0.192152918,15,14,0.292,0.23,0.122,0.062,0.099,0.355,10,,48.3,1510,1990,b
